<<<<<<< HEAD

=======
0,1,2,3,4
기초영어 회화 핵심표현 Real Speaking,30시간,2022.08.24,,"학교에서도 가정에서도 회화 사용을 전혀 하지 않고 있어서 회화감을 조금 깨우기 위해 신청해서 들었어요.

중요한 표현과 함께 실생활에서 활용도 높은 문장으로 구성되어 있어요. 내용도 어렵지 않아서 부담없이 듣기에 좋았어요."
메이슨의 Travel English,30시간,2022.07.31,,"여행을 무척 좋아하지만, 코로나로 인해 열망을 참고 있었습니다. 랜선 여행도 가고 요즘 방학을 해서 가까운 국내 여행도 다닙니다. 국내 여행에서도 외국인을 가끔씩 만나기도 하고요, 연수 학점도 채울겸 여행에 관련된 영어 연수를 들으니 여행가는 기분이 들어 즐겁습니다. 예전에 해외 여행 간 추억도 생생하니 추억 여행을 하는 것 같네요. 연수 즐겁게 잘 들었습니다.^^"
기초영어 회화 핵심표현 Real Speaking,30시간,2022.07.31,,"예전에는 영어 연수도 듣고, 영어 수업도 하면서 영어를 잘 하지는 못해도 친근감이 있었어요. 하지만 오랜 육아휴직 후 복직해서 저학년을 맡으니 영어에 대한 감을 잃었어요. 학교에서 원어민 선생님을 만났는데 대화가 안 되더라구요.ㅠ.ㅠ 방학을 해서 기초영어 회화 핵심표현 연수를 듣다 보니 자신감이 생겨요. 말하기 핵심표현을 바로 활용할 수 있거든요.
특히 제일 좋은 건 <스몰톡>입니다. 개학해서 원어민 선생님을 만나면 제가 먼저 자신있게 다가가 대화를 시도해 보려고 합니다. 감사합니다. ^^"
그림검사와 다양한 기법으로 만나는 미술치료,30시간,2022.07.31,,매 차시마다 학생들에게 수업으로 접목시킬 수 있는 재료소개와 방법들을 자세히 알려주신게 좋았어요. 또 전문적인 스킬이 아닌 편하게 수업으로 활용해 볼 수 있는 안내도 좋았습니다.
일본어 마스터 1,30시간,2022.07.31,,"일단 내용이 쉽고 재미있어요. 흔히 볼 수 있는 일본어 교재 내용처럼 이런 대화 내용을 언제 써먹을 수(?) 있을까?하는 부분도 있었지만, 중간에 복습해주는 챕터도 있고 강사쌤 두분이 대화내용을 설명하면서 중간에 일본생활에서 나오는 현실적인 부분을 편하게 설명하고 코멘트해주는 부분이 있어서 흥미롭네요. 고등학교 때 제2외국어가 일본어가 아니어서 조금 두렵지만 지금 바로 마스터2 신청해 보려구요~ 도전! 아자아자~"
성호쌤과 함께하는 랜선 박물관 여행,30시간,2022.07.31,,"역사에 관심이 많기도 하지만 우선 2학기 5학년 사회 수업을 앞두고 여름방학을 맞이하여 신청한 연수입니다.

강사 선생님께서 직접 다양한 박물관과 전시 공간을 촬영한 자료를 바탕으로 안내해주시고, 특히 아이들과 함께 생각해보고 이야기할 주제들을 중간 중간 제시해주셔서 수업 활동 시 많은 도움이 될 것 같습니다."
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2022.07.31,,초등과 중등에서 모두 활용할 수 있는 책을 읽고 감상하는 방법과 수업사례에 대한 것이 많이 나와 있어서 많은 도움이 되었습니다.
English Grammar in Use,30시간,2022.07.31,,영어의 문법을 알수 있어서 좋은 강의입니다.
세상에서 제일 쉬운 과학 이야기,30시간,2022.07.31,,"과학에 흥미가 없거나 잃어버린 학생들이 있다면 담당 선생님들께서 이 연수를 듣고, 학생들에게 알려주신다면 과학을 어렵게 생각하지 않고, 쉽게 다가갈 수 있을 거 같습니다. 과학에 스토리텔링을 입혀 사람과 사건의 이야기로 설명해주고, '왜 과학에 대한 지식이 중요한지', ' 왜 지금 이런 과학 공부를 하는지' 학생들이 스스로 생각할 수 있게 도움을 주며, 과학의 개념을 기초적인 토대로 차곡차곡 쌓아올려 연결해서 알려주는 연수이기에 듣고 학생들에게 알려주면 많이 도움이 될 거라고 생가고딥니다.
과학사와 연관하여 각 인물들의 업적과 그에 관련된 과학 내용 등 다양한 내용들이 흥미롭게 잘 정리를 해주는 연수로 다른 선생님들에게 추천하는 바입니다."
일본어 마스터 1,30시간,2022.07.30,,코로나19 상황이 완화된 후 일본 여행을 가시려는 선생님들께 강력히 추천드립니다~!
손그림과 파워포인트로 교실 속 콘텐츠 만들기,30시간,2022.07.30,,교실 컨텐츠를 만들어 봐야겠습니다.
세상에서 제일 쉬운 과학 이야기,30시간,2022.07.30,,과학에 대한 심층적인 이해를 높일 수 있었습니다.
English Grammar in Use 2,30시간,2022.07.30,,"초등학교에서 현재 교과전담으로 영어를 가르치고 있습니다.나이는 먹었어도 저는 영어를 평생의 취미로 해욌는 데 상당이 수준높은 강의내용에 매료되어 열심히 하였습니다.
문법을 손에 놓은 지 꽤 오래되었지만 교수님의 편안하고 안락한 정렬적인 강의로 시제,가정법등 미세한 늬앙스가 요구되는 내용에서는 부분이 혼동이 많았는 데 그 의문이 해소되었고 재미있었습니다.
자신만의 영어실력 향상을 위해 자기 자신의 영어 연수를 생각하시는 분들에게 과정만 무사히 마친다면 진일보할 수 있는 좋은기회라고 강력하게
추천합니다"
정훈쌤의 뚝딱 칼림바,15시간,2022.07.30,,"학기중에 교과수업진행하랴 학생들 생활지도하랴
내 안의 감성적인 부분들이 소진되어가는 것 같았습니다.
방학이 시작되고도 방학중 방과후 수업, 생기부작업과 같은 일련의 활동들 때문에 나는 온전하게 충전할 시간이 없었구요.
티셀파 연수원을 구경하다가 칼림바 연수를 보고 신청하였습니다. 다행이 선착순 인원안에 들어서 칼림바 교구가 우편으로 도착하고, 연수를 보면서 한음한음 연주하다보니
내안에 소진되었던 감성이 채워지는 것이 느껴졌습니다.
칼림바가 연주될 때 들리는 맑고 깨끗한 울림이 내안에도 같이 울리는 것같아서 귀가 호강하고 마음이 호강햇어요~
음악이 연주될 때, 특히 내 의지로 조용한 곳에서 연주할 때 딱 좋았어요~
감성을 채우길 원할 때 칼림바 연수듣고 연주하면 좋습니다! 적극추천합니다!!!!"
디바 제시카의 왕초보 영어 따라잡기,15시간,2022.07.30,,english의 어려움을을 겪으면서 알아볼수있는 좋은연수입니다.
디바 제시카의 왕초보 영어 따라잡기,15시간,2022.07.29,,영어기초를 배울수 있어서 좋은 기회가 되었습니다.
신병주 교수의 왕으로 산다는 것,30시간,2022.07.29,,우리나라 역사를 알수 있어서 너무 좋은 기회가 되었습니다.
"나이와 신분을 초월한 독립운동, 그 현장을 읽다",30시간,2022.07.29,,"역사 어려워요.
단편만 알고 있는 것 같아서, 스토리로 배우니 재미있어집니다.
하지만 역시 어렵고 처음 접하는 독립운동가도 계시네요
우리 조상님들 대단하시고, 감사합니다."
English Grammar in Use,30시간,2022.07.29,,문법을 차근차근 복습할 수 있는 연수였습니다
참여하고 탐구하는 통합과학 수업방법,15시간,2022.07.29,,"연수 내용을 실제 수업에 적용해 봤는데, 아이들이 훨씬 재미있어 하더라구요."
"조물조물 뚝딱뚝딱, 놀이처럼 즐거운 STEAM 공작소",15시간,2022.07.29,,반 아이들 STEAM교육에 실제로 잘 활용했습니다.
"과학저술가 정인경, 이지유와 함께하는 신나는 과학수다",15시간,2022.07.29,,부담 없이 재미있게 잘 들었던 연수였습니다. 더불어 과학상식도 늘 수 있는 유익한 연수였어요.
기후변화 이야기,15시간,2022.07.29,,"기후변화에 대해 관심이 많았지만 막상 아이들에게 가르치려하니 방향을 잡기가 어려웠는데, 이 연수 덕분에 많은 것을 배워갑니다."
손그림과 파워포인트로 교실 속 콘텐츠 만들기,30시간,2022.07.29,,"어디서나 간편하게
손그림으로
1%아쉽다면 컴퓨터 보정까지
방학에 자기계발에 이용할게요"
세상에서 제일 쉬운 과학 이야기,30시간,2022.07.29,,과학 및 과학사와 관련하여 풍부한 배경지식을 얻어갈 수 있었습니다. 오랜만에 부담 없이 즐겁게 들은 연수였습니다.^^
정훈쌤의 뚝딱 칼림바,15시간,2022.07.29,,"안녕하세요?
올해는 무슨 수업의 연수를 들을까하고 고민하다가 칼림바 수업이 있다는 정보를 접하고는 바로 신청하여서 들었습니다.
2월 첫날부터 칼림바라는 악기를 들고 한달간 수업을 들은 결과, 3월에 우리반 학생들 앞에서 악기연주 솜씨를 자랑하면서 듣고 싶은 곡도 1곡 신청 받아서 그 자리에서 악보 프린트하여 들려주었습니다.
얼마나 아이들이 좋아하고 신기해하면서, 저에게 궁금한 점을 물어보면서 말을 자연스럽게 붙이는지 저도 내심 기분이 좋았습니다.
학기 초에 이 연수를 듣고 악기 연주 한번 보여주세요.
다른 악기를 연주할 수 있어야하는 선제 능력 없어도 오직 이 연수만으로도 칼림바를 배우실 수 있습니다.
연수 선생님께서 쉽고 재미있게 반복적으로 설명하여주십니다.
악기도 가벼워서 어디든지 가지고 다닐 수 있고 아이들에게도 직접 가르쳐주실 수도 있습니다.
학년 초나 학기 초에 어색한 반 분위기를 바꾸어보고 싶으실 때 꼭 칼림바로 연주해주세요.
아이들이 선생님께로 다가오고, 아이들끼리도 쌓여있던 벽들이 조금씩 허물어지는 느낌을 받으실 거예요.
그리고 악기 하나 제대로 다룰 수 있도록 배워볼 수 있는 기회라서 너무 좋습니다.
이번에는 고민하시지마시고 꼭 칼림바 연수 들어보세요.
모든 선생님들, 화이팅입니다!"
메이슨의 Travel English,30시간,2022.07.29,,곧 도래되는 해외여행의 기대감을 안고 신청했어요.
수업을 살리는 체육 레시피,30시간,2022.07.28,,"체육교과서에 수록된 영역별 활동을 어떻게 지도해야하는지 고민이 많았어요. 그래서 연수를 신청하는데 주저함이 없었네요. 영역별로 활동을 나누어 연수를 구성한 점은 좋았습니다. 새로운 활동이 다수 있네요. 그리고, 알고 있는 활동도 있었지만 그마저도 본 수업 전에 준비활동의 예시가 2~3개씩 주어져서 좀더 완성된 수업을 계획할 수 있어 좋네요. 종이박스(미끄러짐 안전문제), 신문지(요즘엔 구하기 매우 어려움), 물(수업후 처리의 불편함)은 곧바로 수업적용하기엔 주저함이 생기긴 하네요. 하하. 활용은 수강자의 몫이니 불만이라는 건 아닙니다. 바라는 점은 ""학년별로 교과서 영역별 활동내용을 쭉 보여주는 연수내용으로 구성되어도 좋겠다"" 입니다."
교과수업에 활용하는 진로교육,30시간,2022.07.28,,올해 진로상담교사를 계획중이라 아이들에게 진로상담을 다니고 있는데 좀더 부족한 부분에 도움을 받고자 진로교육연수를 듣게 되었습니다. 고등학생들에게 중요한 진로문제를 교과수업에서 활용하여 쉽게 다가갈수 있는 연수를 듣게 되어 정말 유익하였습니다. 많은 도움이 되었습니다. 감사합니다. 개학하면 빨리 아이들 만나러 가고 싶네요~~
메이슨의 패턴잉글리쉬,30시간,2022.07.28,,작년 말에 메이슨의 패턴잉글리쉬 듣고 너무나 유용한 표현이 많았습니다. 늘 영어전담에 대한 미련이 있었지만 자신감이 없어 도전하지 못했는데 메이슨의 패턴잉글리쉬 열심히 공부하고 나서 한번 해볼까 하는 마음이 생겨 올해 영어전담을 1학기에 했습니다. 부족한 실력이지만 틈틈히 영어공부하며 자신의 계발하고 있습니다. 메이슨의 어학강좌 너무 좋아요~~ 다음에 해외여행가기전에 여행잉글리쉬 신청해야겠어요~~
신병주 교수의 왕으로 산다는 것,30시간,2022.07.28,,연수중 왕의 자취를 밟아보는것이 좋았습니다.
초등 선생님을 위한 토닥토닥 공감교실 만들기 노하우,4시간,2022.07.28,,"방학이 길어지다 보면 아이들을 대할 때 그 마음가짐이 흐트러지기 쉬운데, 이 연수 듣고 나서 정말 학교에서 내놓은 아이를 맡게 되었는데, 그 아이와 부모로부터 정말 좋은 피드백을 즉각적으로 받게 되어 신기했습니다. 꼭 이수해 보세요! 특히 학급에 생활지도 강도가 상급이상인 아이가 있다면 필수에요~"
독립운동 현장읽기 - 의병전쟁,15시간,2022.07.28,,"항일운동사를 국사교과서가 더 자세하고 중요하게 다뤄야 합니다. 선사시대 삼국시대가 뭐가 중요한가요? 역사는 미래를 비치는 거울이라는데, 심지어 교사중에도 소위 일베홍위병 여성 혐오 앞잡이들이 넘쳐나네요. 그들이 교단에서 무엇을 가르칠지 생각하면 아찔합니다!"
지리와 함께하는 인문학 티타임,30시간,2022.07.28,,"역사, 인문학 등과 연관지어 흥미롭게 잘 들었습니다. 부담없이 재미있는 연수였어요~"
정훈쌤의 뚝딱 칼림바,15시간,2022.07.28,,"생소한 칼림바를 배울 때 두려움 반 호기심 반이었습니다. '과연 내가 할 수 있을까?' 하는 두려움이 솔직히 더 컸습니다. 그런데 쉽게 잘 가르쳐 주셔서 또 다른 행복과 성취감을 느낄 수 있었습니다. 아울러 동심의 세계로 간듯했고, 옛날 피아노 학원, 기타 학원 다닐 때, 학창 시절 음악 시간이 떠올라 혼자 추억 놀이도 해 보았습니다. 감사했습니다."
일본어 마스터 1,30시간,2022.07.27,,히라가나부터 시작해서 일본어를 처음 접하는 사람도 쉽게 접근할 수 있는 연수여서 좋아요.
기후변화 이야기,15시간,2022.07.27,,"티셀파 연수원의 기후 변화 이야기 연수를 듣기 앞서 먼저 도착한 이지유 선생님의 저서 '기후 변화 쫌 아는 10대'를 읽고 연수에 대한 기대감이 높았습니다. 역시는 역시!! 어제 처음 연수를 듣기 시작해서 15차시 강좌 중 10차시를 앉은 자리에서 모두 들을 정도로 연수 내용에 쏙 빨려 들어가 몰입해서 연수를 들었습니다. 전반적인 과학 상식은 물론 현재를 살아가고 있는 우리가 지속 가능한 우리의 아이들이 살아나가야 할 미래를 위해 해야할 일들에 대해 진지하게 생각해 보고 실천해 볼 수 있는 기회를 주었다는 점에서 무엇보다 연수의 큰 의미를 가진것 같습니다.
또 여러 기후 변화를 일으키는 요인 중 우리 인간들의 영향을 생각해 보고 어떻게 생각하고 행동할 것인가에 대한 경각심도 일깨워 주었습니다.
저는 기후변화 이야기 연수를 이틀 만에 모두 듣고 시험까지 완료할 수 있었던 것은 그 만큼 우리가 직면한 중요한 현실이고 우리가 몰랐던 것들에 대해 배울 수 있어 너무 의미있는 소중한 시간이었습니다.
너무나도 유익하고 배울 점이 많았던 연수로 모든 선생님들께 꼭 강력 추천하고 싶은 연수입니다!!
좋은 연수 감사합니다~~ ^^"
정훈쌤의 뚝딱 칼림바,15시간,2022.07.27,,"강사님 목소리가 악기처럼 나긋나긋해서 듣기 편하고, 초등학생 가르치듯 내용이 쉽고 상세하여 따라가기 좋습니다. 게다가 이번 달 한달 동안 칼림바도 제공된다니 빨리 겟하세요~"
성호쌤과 함께하는 랜선 박물관 여행,30시간,2022.07.27,,"지치고 더운 여름, 시원한 에어컨 속에서 랜선으로 즐기는 박물관 여행이란~!!!
박물관 여기 저기 다니면 참 좋겠는데 상황도 상황이고 시간도 늘 여의치 않지요~
박물관 관람 및 자세한 설명으로 교사에게는 잠시나마 힐링 타임이 되고
아이들에게 유익한 내용 지도 및 전달할 수 있어서
정말 좋았습니다!!! 강추합니다!!!!"
English Grammar in Use,30시간,2022.07.27,,"문법 예제와 적용법, 차이점 등 잊고 있던 문법을 다시 자세히 배울 수 있어서 좋았습니다.
영어 문법을 학창 시절에 아주 열심히 공부했음에도 강의들으면서 아~ 이런게 있었지~^^
하며 들었습니다 ㅎㅎㅎ 영어 가르치려면 꾸준히 다시 들어 복습해야 학생들 지도에 잘 쓸 수 있더라구요~
저처럼 문법 복습이나 영어 기초를 다져 영어 교담 수업, 또는 실용 회화 등에 쓰시려는 선생님들께서 들으시면 좋을 연수입니다.
추천합니다~^^"
English Grammar in Use,30시간,2022.07.27,,"이거야말로 잘 정돈된 문법연수네요
잘 수강했습니다 감사합니다"
한 번에 끝내는 법정연수 1,6시간,2022.07.27,,학교에서 꼭 받아야 하는 법정연수는 의무적으로 해야하기에 항상 마음에 걸려서 그야말로 스트레스가 심했었는데 티셀파 연수원에서 이 모든걸 한방에 해결해주는 법정연수를 개설해주어서(거기다 무료라서 더 좋았습니다) 연수를 들었는데 무료라고 해서 별 내용이 없는걸로 생각했었는데 연수 내용 퀄리티가 매우 우수해서 더 놀랐었습니다. 특히 현장에서 발생할 수 있는 상황을 예를 들어서 조목조목 해결방안을 설명해주어서 관련된 사건이 실제로 발생한다면 다시 이 연수를 찾아서 해결할 수 있을것 같네요 교사들에게 꼭 필요한 연수를 탑재해준 티셀파연수원에게 감사하다는 말을 전하고 싶네요 선생님들도 이 연수를 듣고 저와 같이 법정연수의 스트레스에서 해방이 되세요~
아이의 마음을 읽는 다양한 미술치료 기법,15시간,2022.07.27,,"자신의 마음을 말, 글로 자유롭게 표현하지 못하는 친구들을 만나고 있습니다
그 친구들에게 가까이 다가갈 수 있는 방법을 찾고자 이 연수를 들었어요
역시나 도움이 많이 되었습니다
다양한 재료들로 아이들의 마음을 부드럽게 하고
부드러워진 마음으로 자신의 감정을 미술로 표현하고
말랑말랑해진 아이들을 보니 뿌듯합니다
망설이시는 분들 연수 신청 고고~!!"
독립운동 현장읽기 - 의병전쟁,15시간,2022.07.27,,"무료연수이지만 알찬 연수입니다.
그 지역 주민이 아니면 잘 모르던 여러 인물과 독립운동 이야기가 참 좋았습니다.
아이들에게 수업과 연계해서 잘 알려주겠습니다."
English Grammar in Use 2,30시간,2022.07.27,,현재 영어를 가르치고 있지는 않지만 좀더 고급 문장을 구사하고 싶은 마음에 English Grammar in Use 1에 이어 2도 수강하게 되었습니다. 선생님께서 핵심을 쉽고 재미있게 짚어 주셔서 즐겨듣는 라디오 방송 듣듯이 편안하게 잘 들었습니다. 회화강좌와 함께 들어 영어 실력이 배가로 느는 것 같아 흐믓합니다.
문학 속 지리 이야기,15시간,2022.07.26,,우리가 살아가는 공간과 그 속에서 살아가는 삶과 관련된 연수. 잘 들었습니다~
교사를 위한 교실 밖 여행인문학,15시간,2022.07.26,,인문학이 소외되는 요즘 다시금 그 가치를 깨닫게된 연수입니다^^.
학생 자존감 수업,15시간,2022.07.26,,"자존감이 무엇인지 제대로 이해할 수 있던 연수입니다.
학생의 자존감이 어쩌면 학교생활과 인생으로 이어진다는 사실...
좋은 연수 잘 들었어요~"
교사 자존감 수업,15시간,2022.07.26,,"부푼 꿈을 안고 시작했던 학교 생활 중에 학교에서 이런 저런 일을 겪다보면 자존감이 많이 떨어지기 마련입니다.
그러다보면 새로운 도전을 한다는 것이 늘 두렵고 그저 현실에 안주하게 됩니다. 그리고 그런 모습은 누구보다 학생들이 제일 먼저 알아채게 되더라구요.
그런 중에 접한 연수를 통해서 제 자존감이 정말 중요하다는 사실을 깨닫게 됐고 제 자존감이 곧 학생의 자존감이 된다는 사실을 알게됐습니다.

좋은 연수 감사합니다~
모두 좋은 연수듣고 자존감 높여봅시다~"
정훈쌤의 뚝딱 칼림바,15시간,2022.07.26,,"학생들이 음악시간에 칼림바를 배운다는 말만 들어봤지, 사실 제 스스로 배워보려는 생각은 전혀 못하고 있었어요. 그런데 마침 칼림바 연수가 있어서 순수하게 호기심에 시작하게 되었습니다.차분하게 설명도 잘해주시고, 연주하는 음악소리도 참 좋아서 편안한 마음으로 연수를 들을수 있었어요."
시간을 걷는 인문학,15시간,2022.07.26,,"길과 관련된 역사, 사회적 배경을 알게 됨으로써 인문학적 소양을 넓힐 수 있는 좋은 시간이었습니다."
당장 따라 할 수 있는 사계절 학급운영+이벤트,15시간,2022.07.26,,"새로운 내용이라기보다는, 교사와 학생의 관계, 평상시 했던 교육활동을 아이들 입장에서 더 생각해 보게 하는 연수였습니다."
왕초보를 위한 캘리그래피,15시간,2022.07.26,,"캘리그래피에 관심이 있어서 유튜브를 보고 조금씩 했었는데, 이 강의를 듣고 나니 캘리그래피에 대한 전체적인 이해도가 상승했고, 캘리그래피를 활용하는 여러가지 방법들에 대해서도 알게 되어 좋았습니다.
게다가 캘리그래피를 해볼 수 있게 준비물을 함께 보내주셔서 감동!! >ㅂ<
지금도 주신 매트는 학교에서 일할 때 잘 사용하고 있어요."
7인의 전문의와 함께하는 메디컬 콘서트,30시간,2022.07.26,,다양한 의학지식 쌓기 좋습니다!
수업을 살리는 체육 레시피,30시간,2022.07.26,,실제적인 활동으로 따라만가도 체육 수업은 해결되네요!
교과수업에 활용하는 진로교육,30시간,2022.07.26,,"학교에서 당장 써먹을 수 있는 진로교육 연수입니다.
고학년 담임 선생님들 필수 강추합니다!"
기후변화 이야기,15시간,2022.07.26,,"내가 그동안 환경교육 이라고 해왔던것들을 다시 돌아보게 만드는 연수였다,
문과라 용어적인 설명도 잘 이해가 안되었는데 연수를 들으며 많은 도움이 됐다.
마지막 차시에 냉장고 없이 살아보기는 생각도 못해본 것이었는데 확장형 공유경제 개념으로
공유 부엌이란 아이디어가 신박했고 1인 가구가 많은 지금 조금의 불편함을 감수한다면 가능하다는 생각이 들었다..
횐경을 위해 내가 할수 있는 것을 하면서 불편함을 즐기며
바꾸려고 노력하는 작가님의 진심이 느껴져 나도 해 봐야지하는 용기를 주눈 연수였습니다.

아이들에게 이것 저것 하라고 교육하면도 나는 정작 무엇을 했나? 하는 자문을 하며 연수를 들었네요.
바꾸려면 노력해야 되고 그 바탕에는 불편함이 있다는 말씀에 공감합니다."
교과수업에 활용하는 진로교육,30시간,2022.07.26,,"강의명대로
교과수업에 활용할 수 있는 진정한 진로교육 연수입니다!
학생활동 소개도 잘 나와있고,
강좌설명도 차근차근
한 단계씩 천천히 가주시구요
강사님 감사드립니다!
좋은 강의 유익한 강의 추천합니다!!!"
English Grammar in Use 2,30시간,2022.07.26,,"평소 영문법에 대해 관심이 많던 차에 2까지 나온 연수가 있어서 신청해보았습니다. 정말 잘 다져놨더군요.
현재완료시제나 과거완료시제 등 평소 헷갈리던 문법들을 잘 잡을 수 있어서 더할나위없이 좋았습니다.
가정법도 헷갈리고 어려웠는데 잘 설명해주셔서 귀에 쏙쏙 잘 들어왔습니다. 문법을 다지고 싶으신 분들께 강력추천합니다!"
저자가 알려주는 수학 교과서 100% 활용하기 (초등 3~4학년),5시간,2022.07.26,,저도 수학을 어렸을 때 단순 암기로만 배웠기 때문에 개념부터 차근히 학생들을 가르치기 힘들었습니다. 아직 신규이기 때문에 하나하나 배워가던 중 접한 연수였습니다. 앞으로도 좋은 연수 부탁드립니다.
나도 할 수 있다! 현장연구와 SPSS,30시간,2022.07.26,,"지금쯤 직위가 달라져있었을텐데, 후회해도 흘러가는 세월을 막을 수는 없겠죠? 강사님 경력, 노하우가 장난 아닙니다. 연구 보고서의 살아있는 보고, 걸어다니는 사전 수준이시네요. 이 연수 다른 원격 연수원에서는 찾을 수 없는 것 같던데, 티셀파 연수원만의 시그니처 연수로 계속 후속 혹은 관련 연수 많이 올려주세요! 소장파 선생님들께 열심히 홍보하고 다닐게요~"
기초영어 회화 핵심표현 Real Speaking,30시간,2022.07.26,,다른 연수에서는 접할 수 없었던 표현들이 많이있습니다. 새롭게 알게되었네요
"하루 20분, 상황별 생활영어회화",15시간,2022.07.26,,"하루 20분은 짧으면 짧다고 생각되지만, 그러나 시간이 없다는 핑계보다는 시간과 짬을 내어 좋아하는 영어 연수 연습을 하게 되었습니다. 재미있는 연수 잘 받았습니다. 감사합니다.~^*^"
메이슨의 Travel English,30시간,2022.07.26,,"해외 여행시 필요한 회화를 재미있게 배울 수 있는 연수입니다.
특히 분야별로 차근차근 챕터가 구성되어 있어 상황에 따른 회화 공부가
장점!
매이슨 선생님의 유창한 발음 또한 회화에 많은 도움이 된다.
네이티브 스피커와 비슷한 발음은 듣기와 말하기에 자신감을 심어준다!
T셀파 원격연수원의 연수는 시원한 곳을 긁어주는 연수이다.
코로나19로 지금은 해외여행 가기가 조금 힘든 상황이지만
이 상황이 끝나고 나서 바로 떠날 수 있도록 준비시켜 주는 트래벌 잉글리쉬에 감사를 표합니다.
특히 계속 반복해서 쉽게 학습할 수 있도록 열심히 강의해 주신 매이슨 선생님 감사합니다."
메이슨의 패턴잉글리쉬,30시간,2022.07.26,,영어 패턴을 연습할때 많은 도움이 됩니다. 역시 영어는 반복학습!
나만의 여행책 만들기,30시간,2022.07.26,,"여행을 좋아하지만 책으로 남긴다는 것을 막연하게만 생각했는데 본 연수를 듣고 사진 찍는 방법, 글 정리하는 방법 등을 자세히 듣고 나도 도전해 보자는 용기가 생겼다 다른 지인들께 연수를 추천해 봐야겠다."
교과서 속 세계문화유산,30시간,2022.07.26,,교과서 속에 세계 문화유산에 대해서 많이 알게되었습니다. 사회 시간 중 역사 시간에 활용하면 좋겠다고 생각되었습니다. 새로운 우리나라 역사에 대해서도 배울 수 있어서 좋은 연수였습니다.
수업을 살리는 놀이 레시피,30시간,2022.07.26,,놀이 연수를 들었습니다. 연수를 듣는데 새로운 놀이를 알게 되어서 좋았습니다. 동영상 내용이 자세하게 안내해주어서 잘 따라 할 수 있었습니다. 동영상 내용이 조금 긴 부분도 있어서 편집해서 줄이면 더 좋을꺼 같습니다.
손그림과 파워포인트로 교실 속 콘텐츠 만들기,30시간,2022.07.26,,"이것저것 만드는걸 좋아하는데
제공된 손그림 재료와 파워포인트를
이용해서 학급물품을 만드는 과정이
너무 보람되고 즐거웠습니다^^"
수업을 살리는 미술 레시피,30시간,2022.07.26,,"연수를 보면서 미술수업할 생각에 설레고 즐거웠어요~
미술수업 가이드로 최고의 연수입니다1"
그림검사와 다양한 기법으로 만나는 미술치료,30시간,2022.07.26,,"미술치료에 관심이 많아
대학원 강좌도 수강하고 원격연수도
함께 들었어요^^ 도움이 많이 되었습니다~"
교과수업에 활용하는 진로교육,30시간,2022.07.26,,"진로교육을 해야 하지만
어떻게 해야 할지 감이 안잡힌다면
꼭 들어보시면 좋을 연수!^^"
"하루 20분, 컬쳐 리스닝 픽업",15시간,2022.07.26,,경복궁 석굴암 수원화성 등 우리에게 평소 익숙한 문화재를 통해 듣기 실력을 향상시켜주는 좋은 연수였습니다. 방학하면서 어학연수 종류 중에 고민했는데 하루 20분 시간도 부담안되고 딱좋았습니다. 주변에 널리널리 안내할게요!
기초영어 회화 핵심표현 Real Speaking,30시간,2022.07.26,,기초영어 실력을 키우는데 좋습니다.
성호쌤과 함께하는 랜선 박물관 여행,30시간,2022.07.26,,코로나 상황에서 여행하기 쉽지 않은데 여행 기분도 누릴 수 있는 뜻밖의 고마운 연수네요. 시원한 대청마루에 앉아 박물관 곳곳을 여행하는 맛! 여름을 이기고 아니 여름을 즐길 수 있는 최고의 연수입니다.
세상에서 제일 쉬운 과학 이야기,30시간,2022.07.25,,"어렵다고만 느껴지던 과학을 정말 편하게 재미있게 연수들었습니다.
연수에서 들은 여러이야기를 아이들에게 술술 해주면서 아이들도 과학을 어렵다고 느끼지않게 가르쳐보겠습니다."
고수들의 중국어 수업 지도법 엿보기,16시간,2022.07.25,,"고등학교 수업 시간에 활용할 수 있는 수업법과 재미있는 수업 활동 내용을 배울 수 있을까 싶어서 신청하여 수업을 들었었습니다.

그런데 이 강의는 중등학교보다는 초등 학생들을 가르치는 교사들에게 더 적합한 강의가 아닐까 하는 생각이 들었습니다.

그리고 제가 기대했던 내용과는 약간의 차이가 있어서 조금 아쉬운 부분이 있었습니다.

그래도 열정적으로 강의해주시는 분들의 모습은 보기 좋았습니다."
스토리텔링을 활용한 초등수학 수업,30시간,2022.07.25,,"얕게 알아 걱정이었던 수학 주제에 대해 이론과 지도방법을 찬찬히 알려주셔 많이 배울 수 있었습니다!
또한, 실제 수업에서 활용할 수 있는 스토리텔링 애니메이션을 제시해주셔서 도움이 됩니다!
거기다 스토리텔링 이용한 실제 수업 사례 장면까지 보여주시니, 이해가 바로 갔습니다^^
이론과 적용을 모두 갖춘 스토리텔링 활용 수학 수업 연수 참 좋았습니다! 감사합니다^^"
[2022학년도 입시전략 특강] 대학진학은 전략싸움이다!,3시간,2022.07.25,,"더 좋은 교사가 되고 싶다면 유능이 기본,
학생들에게 더 멋진 교사가 될 수 있는 좋은 전략이 가득한 연수입니다.

적극 추천합니다."
