Time,"User full name","Affected user","Event context",Component,"Event name",Description,Origin,"IP address"
"30/10/23, 12:33:31","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'dbpersist' for component 'logstore_database' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:31","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'dbtable' for component 'logstore_database' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:31","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'dbname' for component 'logstore_database' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:31","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'dbpass' for component 'logstore_database' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:31","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'dbuser' for component 'logstore_database' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:31","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'dbhost' for component 'logstore_database' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:31","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'dbdriver' for component 'logstore_database' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:31","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'startwithdb' for component 'local_adminer' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:31","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'convertformat' for component 'filter_tex' from 'Not set' to 'gif'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:31","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'pathmimetex' for component 'filter_tex' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:31","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'pathdvisvgm' for component 'filter_tex' from 'Not set' to 'c:\texmf\miktex\bin\dvisvgm.exe'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:31","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'pathconvert' for component 'filter_tex' from 'Not set' to 'c:\imagemagick\convert.exe'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:31","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'pathdvips' for component 'filter_tex' from 'Not set' to 'c:\texmf\miktex\bin\dvips.exe'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'pathlatex' for component 'filter_tex' from 'Not set' to 'c:\texmf\miktex\bin\latex.exe'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'density' for component 'filter_tex' from 'Not set' to '120'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'latexbackground' for component 'filter_tex' from 'Not set' to '#FFFFFF'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'latexpreamble' for component 'filter_tex' from 'Not set' to '\usepackage[latin1]{inputenc}   \usepackage{amsmath}   \usepackage{amsfonts}   \RequirePackage{amsmath,amssymb,latexsym}   '.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'filter_multilang_force_old' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'additionaldelimiters' for component 'filter_mathjaxloader' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'mathjaxconfig' for component 'filter_mathjaxloader' from 'Not set' to '   MathJax.Hub.Config({       config: [""Accessible.js"", ""Safe.js""],       errorSettings: { message: [""!""] },       skipStartupTypeset: true,       messageStyle: ""none""   });   '.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'texfiltercompatibility' for component 'filter_mathjaxloader' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'httpsurl' for component 'filter_mathjaxloader' from 'Not set' to 'https://cdn.jsdelivr.net/npm/mathjax@2.7.9/MathJax.js'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'allowedsources' for component 'filter_displayh5p' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'formats' for component 'filter_emoticon' from 'Not set' to '1,4,0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'embedimages' for component 'filter_urltolink' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'formats' for component 'filter_urltolink' from 'Not set' to '1,4,0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'sendcoursewelcomemessage' for component 'enrol_self' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'maxenrolled' for component 'enrol_self' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'longtimenosee' for component 'enrol_self' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'expirythreshold' for component 'enrol_self' from 'Not set' to '86400'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'expirynotify' for component 'enrol_self' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'enrolperiod' for component 'enrol_self' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'roleid' for component 'enrol_self' from 'Not set' to '5'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'groupkey' for component 'enrol_self' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'newenrols' for component 'enrol_self' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'status' for component 'enrol_self' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'defaultenrol' for component 'enrol_self' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'expirynotifyhour' for component 'enrol_self' from 'Not set' to '6'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'expiredaction' for component 'enrol_self' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'showhint' for component 'enrol_self' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'usepasswordpolicy' for component 'enrol_self' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'requirepassword' for component 'enrol_self' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'institution' for component 'enrol_lti' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'lang' for component 'enrol_lti' from 'Not set' to 'en'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'timezone' for component 'enrol_lti' from 'Not set' to '99'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'country' for component 'enrol_lti' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'city' for component 'enrol_lti' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'emaildisplay' for component 'enrol_lti' from 'Not set' to '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'enrolperiod' for component 'enrol_paypal' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'roleid' for component 'enrol_paypal' from 'Not set' to '5'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'currency' for component 'enrol_paypal' from 'Not set' to 'USD'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'cost' for component 'enrol_paypal' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'status' for component 'enrol_paypal' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'expiredaction' for component 'enrol_paypal' from 'Not set' to '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'mailadmins' for component 'enrol_paypal' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'mailteachers' for component 'enrol_paypal' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'mailstudents' for component 'enrol_paypal' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'paypalbusiness' for component 'enrol_paypal' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'roleid_adv' for component 'enrol_mnet' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'roleid' for component 'enrol_mnet' from 'Not set' to '5'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'expirythreshold' for component 'enrol_manual' from 'Not set' to '86400'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'expirynotify' for component 'enrol_manual' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'enrolperiod' for component 'enrol_manual' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'enrolstart' for component 'enrol_manual' from 'Not set' to '4'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'roleid' for component 'enrol_manual' from 'Not set' to '5'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'status' for component 'enrol_manual' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'defaultenrol' for component 'enrol_manual' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'expirynotifyhour' for component 'enrol_manual' from 'Not set' to '6'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'expiredaction' for component 'enrol_manual' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'group_memberofattribute' for component 'enrol_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'nested_groups' for component 'enrol_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'course_summary_updateonsync' for component 'enrol_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 12:33:30","Admin Lms",-,System,System,"Config log created","The user with id '2' changed the config setting 'course_fullname_updateonsync' for component 'enrol_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
